"Seconds"	"AnalogResistanceExt_1"	"AnalogResistanceExt_2"
1689.8	2243	9461
1690.0	2243	9461
1690.2	2243	9461
1690.4	2243	9446
1690.6	2243	9446
1690.8	2242	9447
1691.0	2242	9462
1691.2	2245	9462
1691.4	2245	9462
1691.6	2245	9462
1691.8	2245	9462
1692.0	2243	9461
1692.2	2245	9478
1692.4	2243	9461
1692.6	2243	9461
1692.8	2241	9446
1693.0	2241	9446
1693.2	2241	9446
1693.4	2242	9447
1693.6	2242	9462
1693.8	2243	9461
1694.0	2241	9446
1694.2	2241	9446
1694.4	2241	9446
1694.6	2241	9446
1694.8	2245	9478
1695.0	2242	9462
1695.2	2242	9478
1695.4	2243	9446
1695.6	2241	9446
1695.8	2242	9462
1696.0	2242	9447
1696.2	2242	9462
1696.4	2245	9478
1696.6	2242	9478
1696.8	2243	9461
1697.0	2242	9478
1697.2	2243	9461
1697.4	2242	9462
1697.6	2241	9446
1697.8	2243	9461
1698.0	2241	9446
1698.2	2241	9431
1698.4	2239	9431
1698.6	2242	9478
1698.8	2242	9462
1699.0	2242	9462
1699.2	2241	9446
1699.4	2245	9462
1699.6	2241	9446
1699.8	2241	9461
1700.0	2241	9446
1700.2	2242	9462
1700.4	2242	9462
1700.6	2241	9446
1700.8	2239	9446
1701.0	2241	9446
1701.2	2241	9446
1701.4	2242	9462
1701.6	2240	9462
1701.8	2243	9461
1702.0	2242	9462
1702.2	2239	9446
1702.4	2240	9447
1702.6	2240	9447
1702.8	2241	9446
1703.0	2241	9446
1703.2	2240	9447
1703.4	2242	9462
1703.6	2239	9446
1703.8	2239	9446
1704.0	2240	9447
1704.2	2240	9447
1704.4	2237	9414
1704.6	2239	9431
1704.8	2239	9430
1705.0	2239	9431
1705.2	2240	9447
1705.4	2240	9447
1705.6	2239	9431
1705.8	2240	9462
1706.0	2239	9431
1706.2	2239	9431
1706.4	2241	9446
1706.6	2239	9431
1706.8	2239	9431
1707.0	2240	9447
1707.2	2239	9431
1707.4	2240	9447
1707.6	2239	9431
1707.8	2239	9431
1708.0	2239	9431
1708.2	2239	9431
1708.4	2240	9447
1708.6	2240	9447
1708.8	2240	9447
1709.0	2239	9446
1709.2	2240	9447
1709.4	2237	9430
1709.6	2239	9431
1709.8	2239	9431
1710.0	2236	9431
1710.2	2237	9414
1710.4	2239	9431
1710.6	2236	9431
1710.8	2238	9447
1711.0	2239	9431
1711.2	2238	9447
1711.4	2240	9447
1711.6	2240	9447
1711.8	2240	9447
1712.0	2236	9431
1712.2	2239	9431
1712.4	2236	9415
1712.6	2236	9415
1712.8	2239	9446
1713.0	2235	9414
1713.2	2236	9415
1713.4	2239	9431
1713.6	2236	9431
1713.8	2236	9415
1714.0	2235	9399
1714.2	2234	9400
1714.4	2236	9415
1714.6	2237	9430
1714.8	2236	9431
1715.0	2238	9447
1715.2	2235	9414
1715.4	2235	9399
1715.6	2235	9414
1715.8	2235	9414
1716.0	2236	9431
1716.2	2236	9431
1716.4	2236	9431
1716.6	2236	9415
1716.8	2236	9431
1717.0	2236	9431
1717.2	2234	9415
1717.4	2235	9399
1717.6	2234	9400
1717.8	2234	9415
1718.0	2236	9431
1718.2	2236	9431
1718.4	2236	9431
1718.6	2235	9399
1718.8	2233	9399
1719.0	2235	9399
1719.2	2234	9400
1719.4	2234	9415
1719.6	2236	9415
1719.8	2234	9415
1720.0	2236	9415
1720.2	2233	9399
1720.4	2233	9399
1720.6	2236	9415
1720.8	2235	9399
1721.0	2236	9415
1721.2	2235	9414
1721.4	2236	9431
1721.6	2235	9399
1721.8	2235	9414
1722.0	2233	9414
1722.2	2234	9415
1722.4	2236	9415
1722.6	2236	9415
1722.8	2234	9415
1723.0	2234	9415
1723.2	2233	9399
1723.4	2234	9415
1723.6	2235	9414
1723.8	2234	9415
1724.0	2234	9415
1724.2	2236	9431
1724.4	2238	9447
1724.6	2236	9415
1724.8	2233	9399
1725.0	2234	9415
1725.2	2234	9400
1725.4	2234	9400
1725.6	2234	9415
1725.8	2233	9399
1726.0	2235	9399
1726.2	2232	9400
1726.4	2233	9384
1726.6	2234	9415
1726.8	2236	9431
1727.0	2236	9431
1727.2	2236	9431
1727.4	2234	9431
1727.6	2234	9415
1727.8	2236	9447
1728.0	2234	9415
1728.2	2234	9415
1728.4	2236	9431
1728.6	2233	9416
1728.8	2234	9415
1729.0	2234	9415
1729.2	2234	9415
1729.4	2234	9400
1729.6	2232	9400
1729.8	2236	9431
1730.0	2236	9415
1730.2	2236	9416
1730.4	2233	9416
1730.6	2232	9400
1730.8	2234	9415
1731.0	2234	9415
1731.2	2234	9415
1731.4	2234	9415
1731.6	2233	9416
1731.8	2236	9431
1732.0	2232	9385
1732.2	2233	9401
1732.4	2232	9400
1732.6	2233	9416
1732.8	2236	9431
1733.0	2232	9415
1733.2	2232	9400
1733.4	2234	9415
1733.6	2236	9431
1733.8	2234	9415
1734.0	2232	9400
1734.2	2234	9400
1734.4	2234	9400
1734.6	2232	9400
1734.8	2232	9400
1735.0	2232	9385
1735.2	2232	9400
1735.4	2233	9384
1735.6	2233	9399
1735.8	2231	9399
1736.0	2233	9399
1736.2	2232	9400
1736.4	2234	9415
1736.6	2232	9400
1736.8	2232	9415
1737.0	2233	9384
1737.2	2232	9385
1737.4	2232	9385
1737.6	2232	9400
1737.8	2232	9400
1738.0	2230	9385
1738.2	2228	9369
1738.4	2231	9399
1738.6	2232	9415
1738.8	2232	9415
1739.0	2234	9415
1739.2	2234	9415
1739.4	2232	9400
1739.6	2232	9400
1739.8	2232	9415
1740.0	2232	9400
1740.2	2230	9385
1740.4	2230	9385
1740.6	2230	9385
1740.8	2232	9400
1741.0	2230	9385
1741.2	2228	9369
1741.4	2233	9416
1741.6	2230	9400
1741.8	2231	9416
1742.0	2232	9400
1742.2	2230	9385
1742.4	2233	9416
1742.6	2232	9400
1742.8	2232	9415
1743.0	2232	9385
1743.2	2230	9369
1743.4	2228	9369
1743.6	2230	9385
1743.8	2230	9385
1744.0	2228	9369
1744.2	2228	9369
1744.4	2228	9369
1744.6	2230	9400
1744.8	2231	9384
1745.0	2231	9384
1745.2	2228	9384
1745.4	2232	9400
1745.6	2231	9384
1745.8	2230	9400
1746.0	2228	9369
1746.2	2228	9369
1746.4	2228	9369
1746.6	2228	9369
1746.8	2228	9385
1747.0	2228	9385
1747.2	2226	9353
1747.4	2228	9369
1747.6	2228	9384
1747.8	2228	9384
1748.0	2228	9369
1748.2	2230	9400
1748.4	2230	9400
1748.6	2230	9400
1748.8	2232	9400
1749.0	2230	9400
1749.2	2228	9385
1749.4	2229	9401
1749.6	2228	9369
1749.8	2229	9401
1750.0	2230	9385
1750.2	2228	9369
1750.4	2230	9400
1750.6	2230	9385
1750.8	2231	9416
1751.0	2230	9400
1751.2	2228	9385
1751.4	2230	9385
1751.6	2228	9384
1751.8	2231	9416
1752.0	2230	9400
1752.2	2228	9385
1752.4	2228	9369
1752.6	2228	9369
1752.8	2228	9369
1753.0	2228	9369
1753.2	2228	9369
1753.4	2228	9385
1753.6	2228	9369
1753.8	2228	9385
1754.0	2228	9385
1754.2	2228	9385
1754.4	2228	9385
1754.6	2230	9400
1754.8	2230	9400
1755.0	2228	9385
1755.2	2225	9354
1755.4	2225	9369
1755.6	2228	9369
1755.8	2228	9369
1756.0	2228	9369
1756.2	2229	9385
1756.4	2229	9401
1756.6	2229	9385
1756.8	2228	9385
1757.0	2228	9385
1757.2	2228	9385
1757.4	2228	9384
1757.6	2228	9369
1757.8	2228	9385
1758.0	2229	9401
1758.2	2225	9369
1758.4	2228	9369
1758.6	2225	9369
1758.8	2228	9369
1759.0	2225	9369
1759.2	2225	9354
1759.4	2225	9369
1759.6	2228	9385
1759.8	2228	9385
1760.0	2228	9385
1760.2	2225	9369
1760.4	2228	9369
1760.6	2229	9401
1760.8	2229	9401
1761.0	2228	9385
1761.2	2225	9369
1761.4	2225	9354
1761.6	2225	9354
1761.8	2229	9401
1762.0	2225	9369
1762.2	2228	9385
1762.4	2226	9369
1762.6	2227	9385
1762.8	2225	9385
1763.0	2229	9401
1763.2	2225	9385
1763.4	2225	9369
1763.6	2228	9385
1763.8	2225	9369
1764.0	2223	9354
1764.2	2225	9369
1764.4	2225	9369
1764.6	2225	9369
1764.8	2225	9354
1765.0	2225	9369
1765.2	2225	9354
1765.4	2225	9369
1765.6	2227	9401
1765.8	2225	9385
1766.0	2225	9369
1766.2	2228	9385
1766.4	2225	9385
1766.6	2227	9385
1766.8	2223	9369
1767.0	2223	9354
1767.2	2225	9369
1767.4	2225	9369
1767.6	2225	9369
1767.8	2223	9354
1768.0	2223	9354
1768.2	2224	9338
1768.4	2224	9353
1768.6	2225	9369
1768.8	2226	9369
1769.0	2225	9369
1769.2	2225	9369
1769.4	2225	9369
1769.6	2224	9369
1769.8	2222	9338
1770.0	2223	9354
1770.2	2223	9354
1770.4	2224	9338
1770.6	2223	9354
1770.8	2225	9370
1771.0	2223	9354
1771.2	2223	9354
1771.4	2224	9353
1771.6	2225	9369
1771.8	2223	9369
1772.0	2222	9338
1772.2	2225	9385
1772.4	2224	9353
1772.6	2225	9369
1772.8	2225	9369
1773.0	2223	9354
1773.2	2222	9338
1773.4	2225	9370
1773.6	2223	9354
1773.8	2223	9354
1774.0	2221	9339
1774.2	2223	9354
1774.4	2225	9370
1774.6	2223	9369
1774.8	2225	9385
1775.0	2223	9369
1775.2	2223	9369
1775.4	2225	9385
1775.6	2225	9385
1775.8	2225	9370
1776.0	2223	9354
1776.2	2221	9339
1776.4	2221	9339
1776.6	2223	9369
1776.8	2222	9355
1777.0	2221	9339
1777.2	2225	9355
1777.4	2225	9370
1777.6	2223	9369
1777.8	2223	9369
1778.0	2221	9339
1778.2	2222	9370
1778.4	2223	9354
1778.6	2223	9369
1778.8	2222	9338
1779.0	2221	9339
1779.2	2221	9339
1779.4	2222	9338
1779.6	2223	9354
1779.8	2221	9339
1780.0	2222	9355
1780.2	2221	9339
1780.4	2223	9369
1780.6	2219	9338
1780.8	2223	9369
1781.0	2222	9370
1781.2	2222	9370
1781.4	2223	9369
1781.6	2223	9354
1781.8	2221	9354
1782.0	2222	9355
1782.2	2221	9339
1782.4	2222	9355
1782.6	2221	9354
1782.8	2221	9339
1783.0	2219	9324
1783.2	2219	9338
1783.4	2219	9323
1783.6	2221	9354
1783.8	2223	9354
1784.0	2222	9370
1784.2	2221	9354
1784.4	2221	9339
1784.6	2223	9369
1784.8	2219	9323
1785.0	2219	9339
1785.2	2219	9339
1785.4	2221	9339
1785.6	2221	9354
1785.8	2221	9339
1786.0	2219	9324
1786.2	2219	9323
1786.4	2219	9323
1786.6	2219	9338
1786.8	2219	9338
1787.0	2217	9323
1787.2	2221	9354
1787.4	2219	9338
1787.6	2219	9338
1787.8	2221	9354
1788.0	2219	9339
1788.2	2219	9324
1788.4	2219	9339
1788.6	2221	9339
1788.8	2219	9324
1789.0	2219	9324
1789.2	2219	9324
1789.4	2219	9339
1789.6	2221	9354
1789.8	2219	9339
1790.0	2221	9339
1790.2	2221	9354
1790.4	2221	9354
1790.6	2219	9338
1790.8	2217	9323
1791.0	2219	9324
1791.2	2216	9324
1791.4	2219	9339
1791.6	2221	9354
1791.8	2219	9324
1792.0	2216	9324
1792.2	2217	9323
1792.4	2219	9339
1792.6	2219	9339
1792.8	2219	9339
1793.0	2219	9339
1793.2	2217	9323
1793.4	2217	9323
1793.6	2219	9339
1793.8	2219	9339
1794.0	2219	9324
1794.2	2219	9324
1794.4	2216	9324
1794.6	2219	9339
1794.8	2215	9308
1795.0	2219	9324
1795.2	2217	9308
1795.4	2217	9323
1795.6	2217	9323
1795.8	2219	9339
1796.0	2217	9323
1796.2	2217	9323
1796.4	2217	9323
1796.6	2219	9339
1796.8	2217	9323
1797.0	2215	9308
1797.2	2216	9324
1797.4	2215	9308
1797.6	2219	9339
1797.8	2216	9324
1798.0	2216	9324
1798.2	2215	9293
1798.4	2216	9324
1798.6	2219	9339
1798.8	2219	9339
1799.0	2219	9339
1799.2	2216	9339
1799.4	2215	9308
1799.6	2216	9324
1799.8	2217	9323
1800.0	2218	9340
1800.2	2216	9324
1800.4	2218	9340
1800.6	2218	9340
1800.8	2214	9324
1801.0	2218	9340
1801.2	2216	9309
1801.4	2216	9339
1801.6	2216	9339
1801.8	2216	9324
1802.0	2216	9324
1802.2	2218	9355
1802.4	2216	9339
1802.6	2216	9339
1802.8	2218	9340
1803.0	2218	9340
1803.2	2214	9309
1803.4	2218	9340
1803.6	2216	9324
1803.8	2216	9325
1804.0	2213	9293
1804.2	2214	9309
1804.4	2218	9340
1804.6	2218	9340
1804.8	2216	9324
1805.0	2218	9340
1805.2	2218	9340
1805.4	2216	9324
1805.6	2218	9355
1805.8	2216	9324
1806.0	2216	9325
1806.2	2213	9293
1806.4	2216	9324
1806.6	2216	9324
1806.8	2216	9325
1807.0	2213	9293
1807.2	2216	9340
1807.4	2216	9324
1807.6	2214	9324
1807.8	2218	9355
1808.0	2216	9339
1808.2	2216	9324
1808.4	2214	9324
1808.6	2214	9324
1808.8	2214	9324
1809.0	2214	9309
1809.2	2211	9293
1809.4	2216	9340
1809.6	2218	9340
1809.8	2214	9309
1810.0	2213	9325
1810.2	2214	9309
1810.4	2216	9340
1810.6	2214	9324
1810.8	2214	9324
1811.0	2214	9309
1811.2	2214	9309
1811.4	2214	9324
1811.6	2216	9324
1811.8	2214	9309
1812.0	2214	9309
1812.2	2212	9294
1812.4	2212	9309
1812.6	2213	9293
1812.8	2212	9309
1813.0	2212	9294
1813.2	2212	9309
1813.4	2212	9309
1813.6	2216	9340
1813.8	2214	9324
1814.0	2216	9340
1814.2	2214	9324
1814.4	2214	9324
1814.6	2214	9324
1814.8	2214	9324
1815.0	2211	9278
1815.2	2211	9293
1815.4	2212	9309
1815.6	2213	9293
1815.8	2212	9294
1816.0	2212	9294
1816.2	2212	9309
1816.4	2214	9324
1816.6	2214	9324
1816.8	2212	9309
1817.0	2214	9309
1817.2	2214	9309
1817.4	2211	9293
1817.6	2214	9324
1817.8	2212	9309
1818.0	2212	9309
1818.2	2211	9278
1818.4	2211	9278
1818.6	2211	9293
1818.8	2212	9294
1819.0	2208	9278
1819.2	2212	9309
1819.4	2214	9324
1819.6	2213	9308
1819.8	2211	9293
1820.0	2214	9309
1820.2	2211	9293
1820.4	2211	9308
1820.6	2210	9294
1820.8	2212	9309
1821.0	2212	9309
1821.2	2212	9309
1821.4	2211	9293
1821.6	2211	9293
1821.8	2216	9340
1822.0	2212	9309
1822.2	2210	9294
1822.4	2212	9294
1822.6	2210	9294
1822.8	2212	9309
1823.0	2212	9309
1823.2	2210	9309
1823.4	2208	9278
1823.6	2210	9294
1823.8	2212	9309
1824.0	2212	9309
1824.2	2212	9309
1824.4	2210	9309
1824.6	2208	9278
1824.8	2208	9278
1825.0	2210	9294
1825.2	2208	9278
1825.4	2210	9279
1825.6	2212	9309
1825.8	2211	9293
1826.0	2212	9294
1826.2	2210	9294
1826.4	2210	9309
1826.6	2210	9309
1826.8	2210	9294
1827.0	2210	9294
1827.2	2210	9294
1827.4	2206	9278
1827.6	2208	9278
1827.8	2208	9278
1828.0	2208	9279
1828.2	2210	9294
1828.4	2210	9294
1828.6	2208	9279
1828.8	2212	9309
1829.0	2212	9309
1829.2	2210	9294
1829.4	2210	9309
1829.6	2210	9294
1829.8	2210	9309
1830.0	2210	9294
1830.2	2208	9279
1830.4	2208	9279
1830.6	2208	9279
1830.8	2208	9294
1831.0	2208	9263
1831.2	2208	9279
1831.4	2210	9294
1831.6	2210	9294
1831.8	2208	9279
1832.0	2211	9325
1832.2	2208	9294
1832.4	2210	9309
1832.6	2208	9293
1832.8	2210	9309
1833.0	2210	9294
1833.2	2208	9279
1833.4	2208	9279
1833.6	2208	9294
1833.8	2208	9279
1834.0	2208	9279
1834.2	2208	9279
1834.4	2208	9279
1834.6	2208	9294
1834.8	2210	9294
1835.0	2209	9309
1835.2	2208	9294
1835.4	2208	9294
1835.6	2205	9279
1835.8	2206	9278
1836.0	2205	9279
1836.2	2205	9279
1836.4	2208	9279
1836.6	2208	9294
1836.8	2204	9248
1837.0	2208	9279
1837.2	2209	9279
1837.4	2208	9279
1837.6	2208	9279
1837.8	2205	9279
1838.0	2207	9294
1838.2	2206	9278
1838.4	2208	9279
1838.6	2204	9263
1838.8	2206	9263
1839.0	2205	9279
1839.2	2207	9279
1839.4	2208	9279
1839.6	2208	9279
1839.8	2205	9279
1840.0	2205	9279
1840.2	2203	9249
1840.4	2205	9279
1840.6	2208	9294
1840.8	2205	9279
1841.0	2204	9263
1841.2	2208	9294
1841.4	2208	9294
1841.6	2205	9279
1841.8	2205	9264
1842.0	2205	9264
1842.2	2205	9264
1842.4	2205	9264
1842.6	2205	9264
1842.8	2207	9279
1843.0	2205	9279
1843.2	2205	9279
1843.4	2205	9279
1843.6	2204	9263
1843.8	2205	9264
1844.0	2204	9263
1844.2	2205	9279
1844.4	2205	9279
1844.6	2205	9279
1844.8	2207	9279
1845.0	2205	9264
1845.2	2205	9279
1845.4	2207	9294
1845.6	2205	9279
1845.8	2203	9264
1846.0	2205	9279
1846.2	2205	9264
1846.4	2205	9279
1846.6	2205	9264
1846.8	2203	9264
1847.0	2205	9279
1847.2	2204	9248
1847.4	2205	9264
1847.6	2203	9264
1847.8	2207	9294
1848.0	2207	9294
1848.2	2203	9264
1848.4	2205	9279
1848.6	2205	9264
1848.8	2202	9263
1849.0	2203	9264
1849.2	2205	9279
1849.4	2203	9264
1849.6	2203	9264
1849.8	2203	9264
1850.0	2203	9264
1850.2	2203	9264
1850.4	2203	9264
1850.6	2204	9263
1850.8	2203	9264
1851.0	2203	9264
1851.2	2203	9264
1851.4	2203	9249
1851.6	2203	9264
1851.8	2203	9264
1852.0	2203	9249
1852.2	2205	9279
1852.4	2204	9263
1852.6	2207	9294
1852.8	2203	9264
1853.0	2203	9264
1853.2	2201	9249
1853.4	2203	9264
1853.6	2202	9233
1853.8	2202	9233
1854.0	2201	9264
1854.2	2201	9264
1854.4	2205	9279
1854.6	2203	9249
1854.8	2203	9264
1855.0	2201	9249
1855.2	2203	9264
1855.4	2202	9264
1855.6	2203	9264
1855.8	2203	9249
1856.0	2201	9264
1856.2	2199	9233
1856.4	2203	9264
1856.6	2202	9264
1856.8	2203	9264
1857.0	2205	9279
1857.2	2203	9264
1857.4	2201	9249
1857.6	2203	9264
1857.8	2199	9233
1858.0	2199	9233
1858.2	2203	9279
1858.4	2202	9264
1858.6	2205	9279
1858.8	2199	9233
1859.0	2201	9249
1859.2	2201	9249
1859.4	2199	9234
1859.6	2201	9249
1859.8	2205	9279
1860.0	2206	9295
1860.2	2201	9249
1860.4	2202	9264
1860.6	2202	9264
1860.8	2202	9264
1861.0	2202	9264
1861.2	2203	9264
1861.4	2205	9279
1861.6	2201	9264
1861.8	2202	9264
1862.0	2202	9264
1862.2	2201	9249
1862.4	2202	9264
1862.6	2201	9249
1862.8	2202	9264
1863.0	2202	9264
1863.2	2201	9249
1863.4	2201	9264
1863.6	2202	9279
1863.8	2201	9249
1864.0	2202	9279
1864.2	2202	9264
1864.4	2202	9264
1864.6	2201	9249
1864.8	2199	9234
1865.0	2200	9249
1865.2	2200	9264
1865.4	2199	9249
1865.6	2199	9234
1865.8	2199	9234
1866.0	2199	9249
1866.2	2199	9233
1866.4	2199	9249
1866.6	2199	9249
1866.8	2197	9218
1867.0	2199	9234
1867.2	2201	9264
1867.4	2201	9249
1867.6	2202	9264
1867.8	2199	9249
1868.0	2200	9249
1868.2	2199	9234
1868.4	2200	9249
1868.6	2200	9264
1868.8	2199	9234
1869.0	2202	9264
1869.2	2201	9249
1869.4	2199	9249
1869.6	2199	9249
1869.8	2200	9264
1870.0	2202	9264
1870.2	2199	9249
1870.4	2199	9234
1870.6	2200	9249
1870.8	2199	9249
1871.0	2199	9234
1871.2	2199	9249
1871.4	2199	9249
1871.6	2199	9249
1871.8	2197	9234
1872.0	2199	9249
1872.2	2200	9264
1872.4	2199	9249
1872.6	2199	9249
1872.8	2199	9249
1873.0	2199	9249
1873.2	2197	9234
1873.4	2197	9234
1873.6	2199	9234
1873.8	2199	9234
1874.0	2197	9234
1874.2	2200	9249
1874.4	2198	9235
1874.6	2197	9234
1874.8	2197	9219
1875.0	2200	9264
1875.2	2200	9264
1875.4	2197	9234
1875.6	2199	9249
1875.8	2199	9249
1876.0	2199	9249
1876.2	2197	9234
1876.4	2197	9234
1876.6	2198	9249
1876.8	2197	9234
1877.0	2198	9249
1877.2	2199	9234
1877.4	2197	9219
1877.6	2197	9219
1877.8	2197	9234
1878.0	2198	9249
1878.2	2198	9249
1878.4	2197	9234
1878.6	2197	9234
1878.8	2194	9219
1879.0	2194	9219
1879.2	2197	9234
1879.4	2197	9219
1879.6	2197	9234
1879.8	2198	9235
1880.0	2197	9219
1880.2	2196	9235
1880.4	2197	9234
1880.6	2197	9234
1880.8	2194	9219
1881.0	2197	9234
1881.2	2196	9235
1881.4	2197	9234
1881.6	2199	9249
1881.8	2197	9234
1882.0	2197	9234
1882.2	2194	9219
1882.4	2194	9219
1882.6	2197	9219
1882.8	2194	9219
1883.0	2193	9203
1883.2	2197	9234
1883.4	2194	9219
1883.6	2193	9203
1883.8	2193	9203
1884.0	2197	9234
1884.2	2194	9219
1884.4	2197	9234
1884.6	2193	9203
1884.8	2197	9234
1885.0	2197	9234
1885.2	2194	9219
1885.4	2194	9234
1885.6	2192	9204
1885.8	2194	9219
1886.0	2193	9189
1886.2	2197	9234
1886.4	2192	9204
1886.6	2194	9219
1886.8	2194	9219
1887.0	2194	9219
1887.2	2193	9203
1887.4	2194	9204
1887.6	2194	9219
1887.8	2197	9234
1888.0	2194	9234
1888.2	2194	9219
1888.4	2193	9218
1888.6	2192	9204
1888.8	2193	9189
1889.0	2192	9204
1889.2	2194	9219
1889.4	2194	9219
1889.6	2192	9204
1889.8	2192	9204
1890.0	2196	9249
1890.2	2196	9249
1890.4	2194	9220
1890.6	2196	9249
1890.8	2194	9235
1891.0	2194	9235
1891.2	2194	9235
1891.4	2196	9235
1891.6	2192	9219
1891.8	2192	9219
1892.0	2194	9220
1892.2	2196	9235
1892.4	2192	9204
1892.6	2194	9220
1892.8	2194	9220
1893.0	2194	9235
1893.2	2194	9235
1893.4	2196	9235
1893.6	2194	9235
1893.8	2196	9249
1894.0	2192	9204
1894.2	2195	9250
1894.4	2195	9250
1894.6	2192	9204
1894.8	2194	9220
1895.0	2195	9235
1895.2	2195	9235
1895.4	2194	9220
1895.6	2191	9220
1895.8	2194	9220
1896.0	2194	9235
1896.2	2192	9219
1896.4	2194	9220
1896.6	2194	9220
1896.8	2197	9265
1897.0	2192	9219
1897.2	2194	9220
1897.4	2194	9220
1897.6	2196	9235
1897.8	2191	9205
1898.0	2192	9204
1898.2	2194	9235
1898.4	2192	9204
1898.6	2194	9220
1898.8	2191	9220
1899.0	2192	9204
1899.2	2194	9235
1899.4	2191	9205
1899.6	2194	9220
1899.8	2194	9235
1900.0	2192	9219
1900.2	2191	9205
1900.4	2190	9204
1900.6	2190	9189
1900.8	2191	9205
1901.0	2190	9189
1901.2	2194	9220
1901.4	2190	9204
1901.6	2191	9220
1901.8	2190	9204
1902.0	2192	9204
1902.2	2190	9204
1902.4	2191	9220
1902.6	2191	9220
1902.8	2194	9220
1903.0	2192	9219
1903.2	2191	9205
1903.4	2191	9220
1903.6	2190	9189
1903.8	2191	9205
1904.0	2190	9204
1904.2	2190	9204
1904.4	2190	9189
1904.6	2191	9205
1904.8	2186	9159
1905.0	2189	9189
1905.2	2190	9204
1905.4	2188	9189
1905.6	2190	9189
1905.8	2190	9204
1906.0	2190	9204
1906.2	2191	9220
1906.4	2189	9189
1906.6	2190	9189
1906.8	2186	9159
1907.0	2190	9189
1907.2	2191	9220
1907.4	2188	9189
1907.6	2186	9174
1907.8	2186	9174
1908.0	2190	9189
1908.2	2190	9204
1908.4	2191	9205
1908.6	2191	9220
1908.8	2191	9235
1909.0	2191	9220
1909.2	2189	9205
1909.4	2191	9220
1909.6	2189	9205
1909.8	2189	9205
1910.0	2189	9205
1910.2	2190	9204
1910.4	2189	9205
1910.6	2191	9220
1910.8	2188	9189
1911.0	2188	9189
1911.2	2190	9204
1911.4	2190	9204
1911.6	2188	9189
1911.8	2186	9174
1912.0	2188	9189
1912.2	2190	9204
1912.4	2189	9205
1912.6	2189	9205
1912.8	2189	9205
1913.0	2188	9189
1913.2	2188	9189
1913.4	2188	9189
1913.6	2186	9175
1913.8	2188	9189
1914.0	2188	9204
1914.2	2189	9205
1914.4	2188	9189
1914.6	2186	9174
1914.8	2189	9220
1915.0	2189	9220
1915.2	2189	9205
1915.4	2186	9175
1915.6	2186	9160
1915.8	2188	9175
1916.0	2188	9175
1916.2	2189	9220
1916.4	2189	9190
1916.6	2188	9189
1916.8	2186	9189
1917.0	2189	9205
1917.2	2186	9189
1917.4	2189	9205
1917.6	2187	9190
1917.8	2191	9235
1918.0	2187	9190
1918.2	2189	9205
1918.4	2187	9190
1918.6	2187	9190
1918.8	2187	9190
1919.0	2188	9189
1919.2	2188	9189
1919.4	2186	9175
1919.6	2186	9175
1919.8	2188	9189
1920.0	2186	9189
1920.2	2187	9190
1920.4	2186	9175
1920.6	2186	9175
1920.8	2186	9175
1921.0	2186	9175
1921.2	2188	9189
1921.4	2187	9190
1921.6	2186	9175
1921.8	2183	9160
1922.0	2186	9175
1922.2	2186	9175
1922.4	2186	9175
1922.6	2186	9160
1922.8	2186	9189
1923.0	2187	9205
1923.2	2186	9175
1923.4	2187	9190
1923.6	2183	9160
1923.8	2186	9189
1924.0	2185	9175
1924.2	2183	9175
1924.4	2183	9160
1924.6	2185	9175
1924.8	2183	9160
1925.0	2183	9175
1925.2	2183	9175
1925.4	2186	9175
1925.6	2183	9160
1925.8	2187	9205
1926.0	2186	9175
1926.2	2187	9190
1926.4	2185	9190
1926.6	2183	9160
1926.8	2183	9175
1927.0	2186	9175
1927.2	2185	9190
1927.4	2183	9160
1927.6	2183	9160
1927.8	2183	9175
1928.0	2186	9189
1928.2	2183	9175
1928.4	2183	9160
1928.6	2183	9160
1928.8	2183	9175
1929.0	2184	9159
1929.2	2185	9175
1929.4	2183	9160
1929.6	2183	9160
1929.8	2183	9175
1930.0	2183	9160
1930.2	2183	9175
1930.4	2183	9160
1930.6	2183	9160
1930.8	2183	9160
1931.0	2183	9175
1931.2	2186	9189
1931.4	2183	9160
1931.6	2181	9160
1931.8	2183	9175
1932.0	2186	9175
1932.2	2183	9175
1932.4	2185	9190
1932.6	2185	9175
1932.8	2183	9175
1933.0	2183	9160
1933.2	2183	9160
1933.4	2185	9175
1933.6	2183	9161
1933.8	2181	9145
1934.0	2182	9145
1934.2	2183	9175
1934.4	2182	9145
1934.6	2183	9160
1934.8	2183	9160
1935.0	2186	9189
1935.2	2181	9160
1935.4	2181	9160
1935.6	2183	9161
1935.8	2183	9175
1936.0	2183	9175
1936.2	2181	9160
1936.4	2183	9161
1936.6	2183	9161
1936.8	2179	9145
1937.0	2181	9160
1937.2	2183	9175
1937.4	2180	9145
1937.6	2181	9145
1937.8	2180	9145
1938.0	2182	9159
1938.2	2181	9160
1938.4	2181	9160
1938.6	2181	9160
1938.8	2181	9160
1939.0	2181	9160
1939.2	2182	9159
1939.4	2181	9145
1939.6	2180	9130
1939.8	2181	9160
1940.0	2181	9160
1940.2	2183	9175
1940.4	2179	9145
1940.6	2181	9160
1940.8	2181	9160
1941.0	2180	9145
1941.2	2180	9145
1941.4	2181	9160
1941.6	2181	9160
1941.8	2181	9160
1942.0	2179	9145
1942.2	2180	9145
1942.4	2180	9130
1942.6	2180	9130
1942.8	2180	9130
1943.0	2181	9160
1943.2	2183	9175
1943.4	2180	9145
