"Seconds"	"AnalogResistanceExt_1"	"AnalogResistanceExt_2"
0.0	0	0
0.2	3016	12930
0.4	3013	12930
0.6	3007	12930
0.8	3009	12933
1.0	3006	12933
1.2	3001	12878
1.4	2998	12878
1.6	3000	12856
1.8	2997	12779
2.0	2997	12678
2.2	2992	12525
2.4	2994	12408
2.6	2993	12315
2.8	2990	12173
3.0	2985	11961
3.2	2980	11825
3.4	2982	11716
3.6	2984	11655
3.8	2984	11547
4.0	2979	11418
4.2	2979	11377
4.4	2978	11337
4.6	2978	11295
4.8	2980	11277
5.0	2977	11256
5.2	2974	11256
5.4	2974	11256
5.6	2974	11256
5.8	2971	11256
6.0	2968	11277
6.2	2968	11297
6.4	2970	11340
6.6	2965	11339
6.8	2962	11339
7.0	2962	11359
7.2	2961	11403
7.4	2957	11399
7.6	2959	11443
7.8	2956	11443
8.0	2958	11508
8.2	2955	11508
8.4	2952	11508
8.6	2952	11551
8.8	2949	11551
9.0	2946	11551
9.2	2946	11573
9.4	2945	11618
9.6	2940	11594
9.8	2940	11594
10.0	2937	11594
10.2	2939	11639
10.4	2939	11661
10.6	2934	11637
10.8	2931	11637
11.0	2926	11592
11.2	2928	11637
11.4	2923	11614
11.6	2925	11637
11.8	2922	11637
12.0	2920	11614
12.2	2919	11616
12.4	2919	11637
12.6	2918	11661
12.8	2916	11639
13.0	2913	11616
13.2	2913	11639
13.4	2916	11661
13.6	2907	11616
13.8	2905	11614
14.0	2910	11661
14.2	2907	11661
14.4	2904	11639
14.6	2901	11639
14.8	2901	11639
15.0	2898	11639
15.2	2895	11618
15.4	2895	11618
15.6	2892	11618
15.8	2892	11618
16.0	2887	11573
16.2	2887	11594
16.4	2886	11596
16.6	2883	11596
16.8	2883	11596
17.0	2883	11596
17.2	2880	11596
17.4	2880	11596
17.6	2873	11528
17.8	2872	11551
18.0	2869	11530
18.2	2869	11530
18.4	2869	11553
18.6	2869	11553
18.8	2866	11532
19.0	2866	11532
19.2	2863	11530
19.4	2863	11553
19.6	2860	11510
19.8	2862	11534
20.0	2862	11555
20.2	2855	11487
20.4	2857	11510
20.6	2852	11487
20.8	2851	11489
21.0	2848	11489
21.2	2848	11489
21.4	2850	11491
21.6	2847	11512
21.8	2845	11491
22.0	2845	11491
22.2	2842	11491
22.4	2840	11468
22.6	2842	11491
22.8	2839	11491
23.0	2837	11468
23.2	2836	11470
23.4	2833	11470
23.6	2833	11470
23.8	2835	11493
24.0	2834	11495
24.2	2829	11472
24.4	2829	11472
24.6	2827	11451
24.8	2824	11449
25.0	2824	11449
25.2	2824	11451
25.4	2824	11451
25.6	2819	11428
25.8	2819	11449
26.0	2816	11428
26.2	2816	11428
26.4	2813	11428
26.6	2813	11428
26.8	2812	11429
27.0	2812	11451
27.2	2809	11429
27.4	2809	11429
27.6	2802	11363
27.8	2805	11386
28.0	2802	11386
28.2	2802	11386
28.4	2804	11429
28.6	2799	11386
28.8	2796	11386
29.0	2796	11386
29.2	2796	11407
29.4	2793	11386
29.6	2795	11408
29.8	2793	11386
30.0	2795	11408
30.2	2790	11388
30.4	2790	11388
30.6	2786	11342
30.8	2787	11388
31.0	2787	11388
31.2	2782	11365
31.4	2784	11388
31.6	2779	11344
31.8	2779	11365
32.0	2781	11388
32.2	2776	11344
32.4	2778	11367
32.6	2774	11365
32.8	2776	11367
33.0	2773	11367
33.2	2773	11367
33.4	2773	11367
33.6	2768	11323
33.8	2770	11346
34.0	2770	11367
34.2	2770	11367
34.4	2765	11344
34.6	2765	11344
34.8	2762	11344
35.0	2760	11321
35.2	2762	11344
35.4	2762	11344
35.6	2762	11346
35.8	2757	11323
36.0	2757	11323
36.2	2756	11325
36.4	2754	11303
36.6	2754	11303
36.8	2751	11303
37.0	2753	11346
37.2	2748	11303
37.4	2753	11346
37.6	2749	11301
37.8	2748	11323
38.0	2750	11346
38.2	2746	11303
38.4	2748	11325
38.6	2748	11325
38.8	2745	11325
39.0	2740	11303
39.2	2742	11304
39.4	2742	11325
39.6	2739	11325
39.8	2737	11282
40.0	2737	11282
40.2	2739	11325
40.4	2739	11325
40.6	2737	11325
40.8	2737	11303
41.0	2737	11325
41.2	2737	11325
41.4	2734	11325
41.6	2729	11282
41.8	2729	11282
42.0	2731	11304
42.2	2731	11325
42.4	2726	11282
42.6	2728	11304
42.8	2728	11304
43.0	2726	11304
43.2	2728	11327
43.4	2728	11327
43.6	2726	11304
43.8	2723	11304
44.0	2725	11306
44.2	2725	11327
44.4	2725	11327
44.6	2720	11304
44.8	2720	11284
45.0	2719	11306
45.2	2719	11306
45.4	2717	11306
45.6	2715	11284
45.8	2717	11284
46.0	2717	11306
46.2	2717	11306
46.4	2714	11306
46.6	2717	11327
46.8	2714	11306
47.0	2712	11284
47.2	2714	11306
47.4	2711	11306
47.6	2711	11306
47.8	2709	11284
48.0	2708	11286
48.2	2708	11306
48.4	2708	11306
48.6	2710	11308
48.8	2708	11306
49.0	2704	11263
49.2	2706	11306
49.4	2708	11327
49.6	2706	11306
49.8	2705	11329
50.0	2706	11306
50.2	2703	11306
50.4	2703	11306
50.6	2703	11306
50.8	2701	11263
51.0	2700	11306
51.2	2702	11308
51.4	2697	11286
51.6	2700	11286
51.8	2697	11286
52.0	2697	11286
52.2	2699	11329
52.4	2699	11329
52.6	2697	11308
52.8	2699	11329
53.0	2699	11329
53.2	2699	11329
53.4	2692	11286
53.6	2690	11263
53.8	2692	11286
54.0	2694	11308
54.2	2692	11286
54.4	2694	11308
54.6	2689	11286
54.8	2687	11263
55.0	2689	11286
55.2	2687	11263
55.4	2691	11308
55.6	2691	11308
55.8	2689	11286
56.0	2689	11286
56.2	2685	11263
56.4	2685	11263
56.6	2685	11263
56.8	2682	11263
57.0	2684	11265
57.2	2684	11286
57.4	2684	11265
57.6	2682	11263
57.8	2684	11286
58.0	2681	11265
58.2	2683	11287
58.4	2684	11286
58.6	2683	11308
58.8	2681	11286
59.0	2681	11286
59.2	2683	11308
59.4	2685	11330
59.6	2683	11308
59.8	2682	11310
60.0	2680	11287
60.2	2678	11265
60.4	2676	11265
60.6	2678	11286
60.8	2678	11287
61.0	2674	11243
61.2	2676	11286
61.4	2678	11287
61.6	2678	11308
61.8	2676	11286
62.0	2675	11287
62.2	2673	11265
62.4	2675	11308
62.6	2675	11287
62.8	2675	11287
63.0	2672	11287
63.2	2674	11310
63.4	2670	11265
63.6	2670	11265
63.8	2668	11244
64.0	2668	11224
64.2	2670	11267
64.4	2667	11246
64.6	2670	11267
64.8	2670	11267
65.0	2672	11310
65.2	2670	11267
65.4	2665	11224
65.6	2667	11246
65.8	2667	11267
66.0	2672	11310
66.2	2662	11244
66.4	2666	11268
66.6	2667	11267
66.8	2664	11246
67.0	2669	11289
67.2	2664	11267
67.4	2664	11246
67.6	2666	11289
67.8	2664	11246
68.0	2664	11246
68.2	2664	11246
68.4	2666	11289
68.6	2662	11267
68.8	2663	11289
69.0	2662	11267
69.2	2662	11246
69.4	2662	11246
69.6	2659	11226
69.8	2657	11224
70.0	2657	11224
70.2	2659	11226
70.4	2659	11226
70.6	2659	11246
70.8	2656	11226
71.0	2663	11310
71.2	2654	11224
71.4	2656	11226
71.6	2656	11246
71.8	2657	11244
72.0	2654	11244
72.2	2656	11226
72.4	2655	11248
72.6	2654	11226
72.8	2656	11246
73.0	2654	11226
73.2	2654	11226
73.4	2654	11226
73.6	2652	11224
73.8	2654	11226
74.0	2654	11244
74.2	2654	11246
74.4	2654	11246
74.6	2654	11226
74.8	2656	11267
75.0	2654	11246
75.2	2651	11226
75.4	2651	11246
75.6	2652	11204
75.8	2652	11224
76.0	2654	11226
76.2	2651	11246
76.4	2649	11204
76.6	2651	11246
76.8	2651	11226
77.0	2654	11267
77.2	2651	11246
77.4	2651	11226
77.6	2651	11246
77.8	2651	11246
78.0	2653	11289
78.2	2648	11226
78.4	2648	11226
78.6	2648	11226
78.8	2648	11226
79.0	2648	11246
79.2	2648	11226
79.4	2644	11204
79.6	2646	11226
79.8	2644	11204
80.0	2648	11246
80.2	2641	11183
80.4	2648	11246
80.6	2646	11226
80.8	2650	11268
81.0	2646	11226
81.2	2641	11183
81.4	2646	11226
81.6	2646	11226
81.8	2644	11204
82.0	2641	11183
82.2	2641	11204
82.4	2641	11183
82.6	2644	11204
82.8	2641	11204
83.0	2646	11246
83.2	2646	11246
83.4	2641	11204
83.6	2643	11226
83.8	2643	11246
84.0	2641	11204
84.2	2640	11205
84.4	2640	11205
84.6	2640	11205
84.8	2643	11226
85.0	2640	11205
85.2	2640	11205
85.4	2638	11163
85.6	2640	11226
85.8	2640	11205
86.0	2640	11226
86.2	2642	11248
86.4	2640	11205
86.6	2640	11226
86.8	2642	11248
87.0	2640	11226
87.2	2638	11205
87.4	2638	11205
87.6	2638	11205
87.8	2638	11204
88.0	2636	11183
88.2	2636	11183
88.4	2636	11183
88.6	2636	11183
88.8	2636	11183
89.0	2638	11226
89.2	2638	11205
89.4	2633	11183
89.6	2635	11185
89.8	2639	11227
90.0	2637	11227
90.2	2635	11185
90.4	2635	11205
90.6	2635	11205
90.8	2636	11204
91.0	2633	11183
91.2	2635	11205
91.4	2635	11205
91.6	2635	11205
91.8	2635	11205
92.0	2635	11226
92.2	2635	11226
92.4	2634	11227
92.6	2637	11227
92.8	2637	11248
93.0	2637	11227
93.2	2639	11250
93.4	2637	11227
93.6	2632	11185
93.8	2637	11227
94.0	2632	11205
94.2	2632	11205
94.4	2632	11205
94.6	2632	11205
94.8	2634	11227
95.0	2637	11248
95.2	2632	11205
95.4	2632	11207
95.6	2634	11227
95.8	2634	11227
96.0	2634	11227
96.2	2630	11205
96.4	2630	11205
96.6	2630	11185
96.8	2630	11183
97.0	2630	11185
97.2	2632	11227
97.4	2632	11227
97.6	2634	11227
97.8	2630	11185
98.0	2632	11226
98.2	2630	11205
98.4	2632	11227
98.6	2632	11207
98.8	2630	11205
99.0	2630	11185
99.2	2630	11185
99.4	2627	11185
99.6	2630	11185
99.8	2628	11183
100.0	2627	11185
100.2	2627	11185
100.4	2627	11185
100.6	2630	11205
100.8	2627	11185
101.0	2630	11205
101.2	2627	11185
101.4	2627	11185
101.6	2627	11185
101.8	2627	11205
102.0	2627	11185
102.2	2629	11207
102.4	2629	11207
102.6	2626	11187
102.8	2629	11227
103.0	2629	11187
103.2	2627	11185
103.4	2627	11185
103.6	2629	11207
103.8	2627	11185
104.0	2629	11227
104.2	2624	11185
104.4	2624	11185
104.6	2627	11185
104.8	2624	11185
105.0	2626	11207
105.2	2624	11165
105.4	2624	11165
105.6	2626	11187
105.8	2626	11207
106.0	2626	11207
106.2	2626	11207
106.4	2624	11187
106.6	2624	11185
106.8	2626	11207
107.0	2627	11205
107.2	2624	11185
107.4	2626	11187
107.6	2624	11185
107.8	2626	11207
108.0	2624	11207
108.2	2624	11187
108.4	2624	11187
108.6	2626	11187
108.8	2626	11207
109.0	2624	11187
109.2	2626	11207
109.4	2624	11207
109.6	2624	11166
109.8	2624	11207
110.0	2626	11207
110.2	2626	11227
110.4	2624	11207
110.6	2624	11207
110.8	2628	11229
111.0	2624	11207
111.2	2624	11187
111.4	2621	11166
111.6	2624	11207
111.8	2624	11187
112.0	2625	11229
112.2	2625	11229
112.4	2624	11207
112.6	2619	11165
112.8	2624	11207
113.0	2625	11229
113.2	2623	11209
113.4	2621	11187
113.6	2621	11166
113.8	2621	11207
114.0	2623	11209
114.2	2623	11209
114.4	2621	11187
114.6	2621	11187
114.8	2621	11166
115.0	2624	11207
115.2	2623	11209
115.4	2621	11187
115.6	2618	11166
115.8	2623	11229
116.0	2621	11187
116.2	2621	11187
116.4	2618	11187
116.6	2621	11187
116.8	2623	11209
117.0	2618	11166
117.2	2621	11187
117.4	2620	11188
117.6	2618	11187
117.8	2620	11209
118.0	2621	11207
118.2	2621	11187
118.4	2621	11187
118.6	2621	11187
118.8	2623	11229
119.0	2620	11209
119.2	2620	11188
119.4	2620	11209
119.6	2618	11166
119.8	2618	11187
120.0	2618	11166
120.2	2618	11166
120.4	2618	11166
120.6	2620	11209
120.8	2620	11188
121.0	2621	11207
121.2	2618	11187
121.4	2618	11166
121.6	2618	11188
121.8	2623	11229
122.0	2616	11166
122.2	2620	11188
122.4	2618	11188
122.6	2618	11188
122.8	2618	11187
123.0	2616	11166
123.2	2618	11166
123.4	2616	11146
123.6	2620	11209
123.8	2620	11209
124.0	2620	11209
124.2	2616	11166
124.4	2620	11209
124.6	2620	11188
124.8	2620	11209
125.0	2618	11209
125.2	2616	11166
125.4	2616	11166
125.6	2616	11166
125.8	2620	11209
126.0	2616	11166
126.2	2616	11166
126.4	2618	11188
126.6	2616	11166
126.8	2613	11166
127.0	2620	11209
127.2	2613	11166
127.4	2616	11166
127.6	2613	11146
127.8	2616	11166
128.0	2618	11187
128.2	2616	11166
128.4	2613	11166
128.6	2613	11166
128.8	2618	11209
129.0	2615	11168
129.2	2613	11166
129.4	2613	11146
129.6	2611	11144
129.8	2613	11166
130.0	2616	11187
130.2	2615	11188
130.4	2611	11144
130.6	2613	11146
130.8	2616	11187
131.0	2616	11187
131.2	2613	11166
131.4	2613	11166
131.6	2613	11166
131.8	2618	11209
132.0	2613	11166
132.2	2613	11166
132.4	2611	11124
132.6	2611	11144
132.8	2613	11146
133.0	2611	11144
133.2	2613	11166
133.4	2615	11188
133.6	2613	11146
133.8	2613	11166
134.0	2613	11166
134.2	2610	11146
134.4	2612	11168
134.6	2610	11146
134.8	2613	11187
135.0	2610	11146
135.2	2610	11146
135.4	2610	11146
135.6	2610	11146
135.8	2613	11146
136.0	2613	11166
136.2	2610	11166
136.4	2611	11144
136.6	2610	11146
136.8	2611	11144
137.0	2613	11166
137.2	2610	11146
137.4	2612	11168
137.6	2610	11146
137.8	2615	11188
138.0	2608	11126
138.2	2612	11168
138.4	2610	11148
138.6	2612	11168
138.8	2612	11168
139.0	2610	11166
139.2	2615	11188
139.4	2612	11168
139.6	2612	11168
139.8	2612	11188
140.0	2612	11188
140.2	2610	11168
140.4	2608	11146
140.6	2610	11168
140.8	2610	11146
141.0	2608	11126
141.2	2610	11168
141.4	2610	11168
141.6	2612	11168
141.8	2610	11148
142.0	2612	11168
142.2	2610	11166
142.4	2610	11168
142.6	2610	11168
142.8	2612	11168
143.0	2608	11166
143.2	2610	11168
143.4	2610	11168
143.6	2610	11168
143.8	2612	11188
144.0	2610	11168
144.2	2611	11190
144.4	2610	11148
144.6	2610	11168
144.8	2610	11148
145.0	2612	11188
145.2	2608	11166
145.4	2610	11168
145.6	2610	11168
145.8	2610	11168
146.0	2610	11146
146.2	2607	11148
146.4	2609	11170
146.6	2607	11148
146.8	2612	11188
147.0	2605	11126
147.2	2610	11168
147.4	2609	11150
147.6	2607	11148
147.8	2610	11168
148.0	2607	11168
148.2	2610	11168
148.4	2607	11148
148.6	2610	11148
148.8	2610	11168
149.0	2610	11168
149.2	2607	11148
149.4	2607	11148
149.6	2607	11148
149.8	2610	11168
150.0	2607	11148
150.2	2605	11146
150.4	2607	11148
150.6	2607	11148
150.8	2607	11148
151.0	2607	11168
151.2	2608	11146
151.4	2607	11148
151.6	2604	11128
151.8	2610	11168
152.0	2607	11168
152.2	2605	11126
152.4	2604	11148
152.6	2607	11148
152.8	2607	11168
153.0	2604	11148
153.2	2607	11148
153.4	2603	11106
153.6	2607	11148
153.8	2604	11128
154.0	2607	11168
154.2	2607	11168
154.4	2604	11148
154.6	2604	11148
154.8	2607	11168
155.0	2607	11168
155.2	2607	11148
155.4	2604	11148
155.6	2604	11128
155.8	2607	11168
156.0	2604	11128
156.2	2606	11150
156.4	2606	11170
156.6	2604	11148
156.8	2606	11170
157.0	2609	11170
157.2	2607	11168
157.4	2604	11148
157.6	2604	11128
157.8	2609	11190
158.0	2604	11148
158.2	2604	11128
158.4	2604	11150
158.6	2602	11128
158.8	2604	11168
159.0	2606	11150
159.2	2602	11128
159.4	2602	11128
159.6	2604	11128
159.8	2604	11128
160.0	2604	11148
160.2	2604	11168
160.4	2604	11128
160.6	2604	11148
160.8	2604	11148
161.0	2604	11148
161.2	2602	11128
161.4	2602	11128
161.6	2602	11128
161.8	2604	11148
162.0	2600	11106
162.2	2604	11148
162.4	2602	11128
162.6	2604	11128
162.8	2603	11106
163.0	2604	11128
163.2	2604	11168
163.4	2602	11128
163.6	2602	11128
163.8	2604	11148
164.0	2604	11170
164.2	2602	11128
164.4	2604	11150
164.6	2599	11108
164.8	2602	11148
165.0	2602	11128
165.2	2602	11128
165.4	2602	11128
165.6	2602	11128
165.8	2602	11128
166.0	2604	11148
166.2	2602	11148
166.4	2602	11128
166.6	2599	11108
166.8	2602	11128
167.0	2602	11148
167.2	2599	11128
167.4	2602	11128
167.6	2602	11128
167.8	2602	11148
168.0	2599	11128
168.2	2602	11128
168.4	2599	11108
168.6	2602	11128
168.8	2602	11128
169.0	2604	11170
169.2	2602	11148
169.4	2599	11128
169.6	2602	11148
169.8	2599	11128
170.0	2602	11128
170.2	2599	11128
170.4	2601	11150
170.6	2602	11148
170.8	2601	11129
171.0	2599	11128
171.2	2602	11148
171.4	2599	11108
171.6	2599	11128
171.8	2599	11128
172.0	2599	11108
172.2	2599	11108
172.4	2597	11088
172.6	2599	11128
172.8	2599	11108
173.0	2597	11108
173.2	2601	11150
173.4	2601	11150
173.6	2599	11128
173.8	2599	11128
174.0	2602	11148
174.2	2597	11108
174.4	2601	11150
174.6	2599	11108
174.8	2599	11108
175.0	2597	11108
175.2	2599	11128
175.4	2597	11108
175.6	2599	11128
175.8	2597	11108
176.0	2599	11128
176.2	2599	11128
176.4	2598	11129
176.6	2598	11129
176.8	2599	11128
177.0	2599	11128
177.2	2597	11108
177.4	2599	11108
177.6	2601	11150
177.8	2599	11128
178.0	2597	11108
178.2	2599	11128
178.4	2598	11129
178.6	2597	11108
178.8	2597	11108
179.0	2599	11128
179.2	2597	11128
179.4	2592	11066
179.6	2595	11106
179.8	2599	11128
180.0	2599	11128
180.2	2597	11088
180.4	2597	11108
180.6	2597	11108
180.8	2597	11108
181.0	2594	11088
181.2	2597	11108
181.4	2597	11108
181.6	2597	11108
181.8	2597	11108
182.0	2597	11108
182.2	2597	11128
182.4	2596	11109
182.6	2594	11108
182.8	2597	11128
183.0	2597	11108
183.2	2594	11088
183.4	2597	11108
183.6	2596	11129
183.8	2598	11129
184.0	2597	11108
184.2	2594	11108
184.4	2594	11088
184.6	2594	11108
184.8	2594	11108
185.0	2596	11129
185.2	2597	11108
185.4	2591	11088
185.6	2594	11088
185.8	2598	11150
186.0	2594	11108
186.2	2596	11129
186.4	2596	11109
186.6	2596	11109
186.8	2594	11088
187.0	2596	11129
187.2	2594	11108
187.4	2594	11108
187.6	2594	11108
187.8	2594	11088
188.0	2594	11088
188.2	2597	11108
188.4	2591	11088
188.6	2594	11088
188.8	2594	11108
189.0	2597	11128
189.2	2594	11088
189.4	2594	11088
189.6	2594	11088
189.8	2597	11108
190.0	2591	11088
190.2	2597	11128
190.4	2594	11088
190.6	2596	11129
190.8	2594	11088
191.0	2594	11108
191.2	2598	11129
191.4	2591	11088
191.6	2594	11088
191.8	2594	11108
192.0	2593	11109
192.2	2591	11088
192.4	2593	11109
192.6	2591	11088
192.8	2594	11108
193.0	2594	11108
193.2	2591	11088
193.4	2591	11088
193.6	2593	11109
193.8	2594	11108
194.0	2594	11128
194.2	2591	11088
194.4	2591	11088
194.6	2591	11068
194.8	2591	11088
195.0	2589	11068
195.2	2591	11088
195.4	2594	11108
195.6	2596	11109
195.8	2591	11068
196.0	2591	11108
196.2	2591	11088
196.4	2591	11108
196.6	2591	11068
196.8	2591	11088
197.0	2589	11068
197.2	2593	11109
197.4	2591	11088
197.6	2591	11108
197.8	2591	11089
198.0	2593	11109
198.2	2593	11109
198.4	2591	11108
198.6	2591	11108
198.8	2589	11068
199.0	2589	11068
199.2	2591	11089
199.4	2593	11109
199.6	2593	11089
199.8	2593	11089
200.0	2593	11109
200.2	2593	11109
200.4	2595	11131
200.6	2591	11089
200.8	2591	11088
201.0	2591	11088
201.2	2593	11109
201.4	2589	11068
201.6	2589	11068
201.8	2591	11109
202.0	2591	11088
202.2	2591	11088
202.4	2591	11088
202.6	2591	11088
202.8	2589	11048
203.0	2593	11109
203.2	2591	11089
203.4	2591	11109
203.6	2589	11068
203.8	2589	11068
204.0	2589	11068
204.2	2591	11109
204.4	2591	11089
204.6	2589	11068
204.8	2591	11109
205.0	2593	11109
205.2	2591	11089
205.4	2591	11109
205.6	2593	11129
205.8	2589	11068
206.0	2589	11068
206.2	2589	11068
206.4	2589	11068
206.6	2589	11068
206.8	2586	11068
207.0	2589	11088
207.2	2589	11068
207.4	2589	11068
207.6	2589	11068
207.8	2589	11088
208.0	2591	11109
208.2	2588	11089
208.4	2589	11088
208.6	2589	11088
208.8	2586	11048
209.0	2589	11068
209.2	2589	11068
209.4	2586	11068
209.6	2589	11068
209.8	2586	11068
210.0	2588	11089
210.2	2584	11048
210.4	2589	11068
210.6	2586	11048
210.8	2591	11089
211.0	2591	11109
211.2	2586	11048
211.4	2586	11068
211.6	2586	11068
211.8	2589	11068
212.0	2589	11088
212.2	2584	11026
212.4	2589	11068
212.6	2586	11048
212.8	2586	11048
213.0	2586	11068
213.2	2586	11068
213.4	2588	11069
213.6	2588	11089
213.8	2591	11109
214.0	2586	11048
214.2	2586	11068
214.4	2586	11048
214.6	2591	11089
214.8	2588	11089
215.0	2584	11028
215.2	2585	11069
215.4	2584	11048
215.6	2585	11069
215.8	2586	11068
216.0	2586	11048
216.2	2586	11048
216.4	2585	11069
216.6	2586	11048
216.8	2586	11068
217.0	2588	11089
217.2	2588	11109
217.4	2588	11089
217.6	2588	11089
217.8	2584	11048
218.0	2588	11089
218.2	2585	11069
218.4	2588	11069
218.6	2584	11048
218.8	2585	11069
219.0	2585	11049
219.2	2584	11048
219.4	2586	11048
219.6	2588	11089
219.8	2586	11068
220.0	2584	11048
220.2	2588	11089
220.4	2586	11068
220.6	2586	11088
220.8	2584	11048
221.0	2584	11048
221.2	2584	11048
221.4	2586	11048
221.6	2584	11048
221.8	2584	11048
222.0	2584	11048
222.2	2585	11069
222.4	2584	11048
222.6	2585	11089
222.8	2588	11089
223.0	2584	11048
223.2	2585	11069
223.4	2585	11069
223.6	2588	11089
223.8	2581	11028
224.0	2585	11069
224.2	2585	11069
224.4	2585	11069
224.6	2585	11069
224.8	2583	11049
225.0	2585	11069
225.2	2585	11069
225.4	2581	11048
225.6	2584	11048
225.8	2585	11089
226.0	2581	11028
226.2	2585	11069
226.4	2585	11069
226.6	2588	11089
226.8	2581	11028
227.0	2585	11069
227.2	2583	11049
227.4	2585	11069
227.6	2583	11069
227.8	2585	11069
228.0	2584	11068
228.2	2581	11028
228.4	2583	11069
228.6	2583	11069
228.8	2585	11069
229.0	2585	11069
229.2	2583	11049
229.4	2584	11048
229.6	2583	11069
229.8	2585	11069
230.0	2581	11048
230.2	2583	11049
230.4	2583	11069
230.6	2581	11028
230.8	2583	11069
231.0	2583	11049
231.2	2583	11069
231.4	2583	11049
231.6	2581	11048
231.8	2585	11089
232.0	2583	11049
232.2	2583	11069
232.4	2585	11089
232.6	2583	11069
232.8	2581	11028
233.0	2581	11048
233.2	2583	11049
233.4	2585	11069
233.6	2583	11069
233.8	2583	11049
234.0	2581	11028
234.2	2583	11069
234.4	2583	11049
234.6	2584	11068
234.8	2581	11048
235.0	2580	11049
235.2	2583	11069
235.4	2583	11069
235.6	2581	11048
235.8	2581	11028
236.0	2581	11028
236.2	2583	11049
236.4	2580	11049
236.6	2580	11049
236.8	2581	11028
237.0	2583	11049
237.2	2583	11049
237.4	2580	11049
237.6	2581	11048
237.8	2580	11069
238.0	2580	11049
238.2	2580	11049
238.4	2583	11069
238.6	2580	11069
238.8	2578	11008
239.0	2580	11049
239.2	2578	11028
239.4	2583	11069
239.6	2583	11049
239.8	2582	11051
240.0	2582	11051
240.2	2580	11049
240.4	2576	11008
240.6	2580	11049
240.8	2583	11069
241.0	2578	11029
241.2	2585	11091
241.4	2580	11069
241.6	2583	11089
241.8	2578	11029
242.0	2578	11028
242.2	2580	11049
242.4	2580	11049
242.6	2578	11029
242.8	2580	11029
243.0	2580	11049
243.2	2576	11008
243.4	2580	11049
243.6	2578	11028
243.8	2583	11069
244.0	2578	11029
244.2	2578	11029
244.4	2580	11049
244.6	2580	11069
244.8	2576	11008
245.0	2578	11028
245.2	2576	11008
245.4	2580	11049
245.6	2580	11049
245.8	2578	11029
246.0	2580	11049
246.2	2578	11029
246.4	2578	11049
246.6	2580	11069
246.8	2580	11069
247.0	2576	11028
247.2	2580	11069
247.4	2578	11028
247.6	2578	11048
247.8	2578	11029
248.0	2578	11049
248.2	2578	11029
248.4	2578	11049
248.6	2576	11008
248.8	2576	11008
249.0	2578	11029
249.2	2578	11029
249.4	2578	11049
249.6	2580	11049
249.8	2578	11049
250.0	2578	11029
250.2	2578	11049
250.4	2579	11071
250.6	2578	11029
250.8	2575	11010
251.0	2576	11008
251.2	2576	11008
251.4	2578	11029
251.6	2578	11029
251.8	2578	11049
252.0	2578	11029
252.2	2575	11029
252.4	2578	11029
252.6	2576	11008
252.8	2578	11029
253.0	2575	11010
253.2	2578	11049
253.4	2573	10988
253.6	2575	11029
253.8	2575	11029
254.0	2575	11029
254.2	2578	11029
254.4	2573	11008
254.6	2578	11049
254.8	2576	11008
255.0	2578	11049
255.2	2572	11010
255.4	2575	11029
255.6	2573	11008
255.8	2575	11029
256.0	2575	11010
256.2	2575	11010
256.4	2575	11029
256.6	2575	11010
256.8	2575	11010
257.0	2575	11029
257.2	2575	11029
257.4	2572	11010
257.6	2575	11029
257.8	2578	11049
258.0	2578	11049
258.2	2573	11008
258.4	2575	11029
258.6	2575	11029
258.8	2578	11029
259.0	2572	10990
259.2	2575	11029
259.4	2575	11029
259.6	2575	11029
259.8	2575	11029
260.0	2572	11010
260.2	2575	11010
260.4	2577	11051
260.6	2575	11010
260.8	2577	11031
261.0	2575	11029
261.2	2575	11029
261.4	2572	11010
261.6	2575	11029
261.8	2572	11010
262.0	2575	11029
262.2	2575	11029
262.4	2577	11031
262.6	2572	11010
262.8	2575	11029
263.0	2575	11029
263.2	2572	11010
263.4	2572	11010
263.6	2575	11010
263.8	2575	11029
264.0	2572	11010
264.2	2572	11010
264.4	2572	11010
264.6	2575	11029
264.8	2574	11031
265.0	2572	11010
265.2	2575	11029
265.4	2571	10988
265.6	2572	10990
265.8	2575	11029
266.0	2577	11031
266.2	2572	11010
266.4	2572	11010
266.6	2572	11010
266.8	2572	11010
267.0	2572	11010
267.2	2572	11010
267.4	2572	11010
267.6	2572	11010
267.8	2572	11010
268.0	2572	11010
268.2	2572	11010
268.4	2572	11010
268.6	2570	10990
268.8	2572	11011
269.0	2572	11010
269.2	2574	11011
269.4	2572	10990
269.6	2572	11010
269.8	2577	11051
270.0	2570	10990
270.2	2572	11029
270.4	2570	11010
270.6	2572	11010
270.8	2570	10990
271.0	2572	11010
271.2	2572	11010
271.4	2572	11010
271.6	2570	10990
271.8	2570	11010
272.0	2574	11031
272.2	2570	10990
272.4	2570	11010
272.6	2572	11010
272.8	2570	11010
273.0	2570	10990
273.2	2568	10968
273.4	2570	10990
273.6	2570	11010
273.8	2570	10990
274.0	2570	11010
274.2	2570	10990
274.4	2572	11011
274.6	2570	10990
274.8	2570	10990
275.0	2572	11031
275.2	2570	11010
275.4	2570	11010
275.6	2572	11011
275.8	2574	11031
276.0	2570	10990
276.2	2570	11010
276.4	2572	11031
276.6	2572	11031
276.8	2565	10968
277.0	2570	11010
277.2	2572	11011
277.4	2572	11010
277.6	2570	10990
277.8	2570	11010
278.0	2572	11011
278.2	2569	11011
278.4	2572	11010
278.6	2570	11010
278.8	2572	11010
279.0	2569	11011
